,,APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,fluctuation
4,9436,SOYGAON,MAIZE,2015,MAY,1720,1067,1133,1100,2015-05,AURANGABAD,MAHARASHTRA,66
4,10475,GEVRAI,MAIZE,2015,DECEMBER,249,1336,1402,1394,2015-12,BEED,MAHARASHTRA,66
4,11291,GEVRAI,MAIZE,2015,MAY,91,1120,1186,1178,2015-05,BEED,MAHARASHTRA,66
4,51845,DUDHANI,MAIZE,2015,FEBRUARY,287,1088,1154,1142,2015-02,SOLAPUR,MAHARASHTRA,66
7,12065,PAVANI,PADDYUNHUSKED,2015,AUGUST,501,1737,1803,1778,2015-08,BHANDARA,MAHARASHTRA,66
7,17708,ARMORI,PADDYUNHUSKED,2015,JUNE,4909,1425,1491,1467,2015-06,GADCHIROLI,MAHARASHTRA,66
12,37241,LOHARA,SORGUMJAWAR,2015,DECEMBER,116,1962,2028,2022,2015-12,OSMANABAD,MAHARASHTRA,66
17,51518,KURDWADI,WHEATHUSKED,2015,DECEMBER,30,1674,1740,1707,2015-12,SOLAPUR,MAHARASHTRA,66
4,28194,SAVNER,MAIZE,2014,DECEMBER,239,998,1064,1031,2014-12,NAGPUR,MAHARASHTRA,66
4,51548,MANGALWEDHA,MAIZE,2014,DECEMBER,309,1100,1166,1137,2014-12,SOLAPUR,MAHARASHTRA,66
7,17883,ARJUNI MORGAON,PADDYUNHUSKED,2014,DECEMBER,5343,1588,1654,1621,2014-12,GONDIYA,MAHARASHTRA,66
8,12923,JALGAON JAMOD,PIGEON PEA TUR,2014,DECEMBER,11,3367,3433,3400,2014-12,BULDHANA,MAHARASHTRA,66
8,32479,HADGAON,PIGEON PEA TUR,2014,SEPTEMBER,76,4467,4533,4267,2014-09,NANDED,MAHARASHTRA,66
17,3235,NEWASA,WHEATHUSKED,2014,NOVEMBER,241,1456,1522,1481,2014-11,AHMADNAGAR,MAHARASHTRA,66
0,39861,SONPETH,BAJRI,2016,SEPTEMBER,15,1463,1528,1513,2016-09,PARBHANI,MAHARASHTRA,65
2,56833,ARVI,COTTON,2016,APRIL,102596,4844,4909,4881,2016-04,WARDHA,MAHARASHTRA,65
4,24334,AHMEDPUR,MAIZE,2016,AUGUST,13,1451,1516,1516,2016-08,LATUR,MAHARASHTRA,65
4,33378,NAVAPUR,MAIZE,2016,OCTOBER,456,1288,1353,1322,2016-10,NANDURBAR,MAHARASHTRA,65
4,34738,NANDGAON,MAIZE,2016,JANUARY,15073,1388,1453,1421,2016-01,NASIK,MAHARASHTRA,65
4,35619,SATANA,MAIZE,2016,MARCH,2982,1422,1487,1473,2016-03,NASIK,MAHARASHTRA,65
7,17892,AAMGAON,PADDYUNHUSKED,2016,FEBRUARY,6883,1526,1591,1558,2016-02,GONDIYA,MAHARASHTRA,65
7,52751,BARSHI,PADDYUNHUSKED,2016,JUNE,329,1742,1807,1786,2016-06,SOLAPUR,MAHARASHTRA,65
8,8092,VAIJAPUR,PIGEON PEA TUR,2016,APRIL,27,8462,8527,8492,2016-04,AURANGABAD,MAHARASHTRA,65
8,11988,PARLIVAIJNATH,PIGEON PEA TUR,2016,SEPTEMBER,103,5810,5875,5835,2016-09,BEED,MAHARASHTRA,65
8,58526,VANI,PIGEON PEA TUR,2016,AUGUST,72,6335,6400,6367,2016-08,YEWATMAL,MAHARASHTRA,65
12,4549,AKOT,SORGUMJAWAR,2016,AUGUST,944,1463,1528,1496,2016-08,AKOLA,MAHARASHTRA,65
12,8265,VAIJAPUR,SORGUMJAWAR,2016,AUGUST,1211,1718,1783,1761,2016-08,AURANGABAD,MAHARASHTRA,65
12,18186,JAWALABAJAR,SORGUMJAWAR,2016,FEBRUARY,166,1585,1650,1635,2016-02,HINGOLI,MAHARASHTRA,65
12,21150,PAROLA,SORGUMJAWAR,2016,SEPTEMBER,423,1418,1483,1448,2016-09,JALGAON,MAHARASHTRA,65
12,31600,NANDED,SORGUMJAWAR,2016,APRIL,185,1310,1375,1329,2016-04,NANDED,MAHARASHTRA,65
17,29225,KALMESHWAR,WHEATHUSKED,2016,JUNE,142,1571,1636,1612,2016-06,NAGPUR,MAHARASHTRA,65
17,35792,NAMPUR,WHEATHUSKED,2016,MAY,36,1512,1577,1548,2016-05,NASIK,MAHARASHTRA,65
17,58797,DIGRAS,WHEATHUSKED,2016,JANUARY,227,1596,1661,1619,2016-01,YEWATMAL,MAHARASHTRA,65
0,53949,SOLAPUR,BAJRI,2015,NOVEMBER,21,1586,1651,1651,2015-11,SOLAPUR,MAHARASHTRA,65
2,15999,RAJURA,COTTON,2015,NOVEMBER,24476,3938,4003,3982,2015-11,CHANDRAPUR,MAHARASHTRA,65
2,28523,SAVNER,COTTON,2015,FEBRUARY,16300,3776,3841,3808,2015-02,NAGPUR,MAHARASHTRA,65
2,31899,KINWAT,COTTON,2015,JANUARY,7266,3778,3843,3810,2015-01,NANDED,MAHARASHTRA,65
2,39490,MANWAT,COTTON,2015,NOVEMBER,27525,4107,4172,4152,2015-11,PARBHANI,MAHARASHTRA,65
4,1522,RAHATA,MAIZE,2015,JANUARY,950,1061,1126,1086,2015-01,AHMADNAGAR,MAHARASHTRA,65
4,12983,LONAR,MAIZE,2015,DECEMBER,42,1043,1108,1079,2015-12,BULDHANA,MAHARASHTRA,65
4,33988,SINNER,MAIZE,2015,AUGUST,12,1476,1541,1510,2015-08,NASIK,MAHARASHTRA,65
4,37045,TULJAPUR,MAIZE,2015,APRIL,765,1186,1251,1215,2015-04,OSMANABAD,MAHARASHTRA,65
4,42214,DOUND,MAIZE,2015,JULY,268,1366,1431,1390,2015-07,PUNE,MAHARASHTRA,65
4,42966,PUNE,MAIZE,2015,JUNE,603,1438,1503,1474,2015-06,PUNE,MAHARASHTRA,65
4,50845,KARMALA,MAIZE,2015,APRIL,110,1310,1375,1325,2015-04,SOLAPUR,MAHARASHTRA,65
4,52189,DUDHANI,MAIZE,2015,JANUARY,233,1036,1101,1091,2015-01,SOLAPUR,MAHARASHTRA,65
4,52841,BARSHIVAIRAG,MAIZE,2015,JUNE,237,1259,1324,1307,2015-06,SOLAPUR,MAHARASHTRA,65
5,21265,JALNA,MUSTARD,2015,APRIL,25,3321,3386,3364,2015-04,JALNA,MAHARASHTRA,65
7,17953,GOREGAON,PADDYUNHUSKED,2015,NOVEMBER,5658,1462,1527,1494,2015-11,GONDIYA,MAHARASHTRA,65
12,19108,BHUSAVAL,SORGUMJAWAR,2015,DECEMBER,592,1299,1364,1338,2015-12,JALGAON,MAHARASHTRA,65
12,19771,JALGAON,SORGUMJAWAR,2015,JULY,1678,1251,1316,1282,2015-07,JALGAON,MAHARASHTRA,65
12,21132,PACHORA,SORGUMJAWAR,2015,SEPTEMBER,1476,1335,1400,1367,2015-09,JALGAON,MAHARASHTRA,65
12,57335,WARDHA,SORGUMJAWAR,2015,NOVEMBER,45,1342,1407,1407,2015-11,WARDHA,MAHARASHTRA,65
17,2015,SHEVGAONBODHEGAON,WHEATHUSKED,2015,JULY,82,1555,1620,1620,2015-07,AHMADNAGAR,MAHARASHTRA,65
17,5345,TELHARA,WHEATHUSKED,2015,OCTOBER,785,1410,1475,1442,2015-10,AKOLA,MAHARASHTRA,65
17,27212,BHIWAPUR,WHEATHUSKED,2015,APRIL,330,1300,1365,1333,2015-04,NAGPUR,MAHARASHTRA,65
0,53948,SOLAPUR,BAJRI,2014,NOVEMBER,166,1359,1424,1370,2014-11,SOLAPUR,MAHARASHTRA,65
12,4215,RAHURI,SORGUMJAWAR,2014,SEPTEMBER,21,1590,1655,1633,2014-09,AHMADNAGAR,MAHARASHTRA,65
12,20647,BHUSAVAL,SORGUMJAWAR,2014,OCTOBER,129,1036,1101,1057,2014-10,JALGAON,MAHARASHTRA,65
4,2712,SHRIRAMPUR,MAIZE,2016,MARCH,287,1286,1350,1308,2016-03,AHMADNAGAR,MAHARASHTRA,64
4,3745,RAHURIVAMBORI,MAIZE,2016,OCTOBER,391,1340,1404,1372,2016-10,AHMADNAGAR,MAHARASHTRA,64
4,41364,DOUND,MAIZE,2016,FEBRUARY,176,1506,1570,1532,2016-02,PUNE,MAHARASHTRA,64
4,43269,INDAPUR,MAIZE,2016,MARCH,6512,1384,1448,1437,2016-03,PUNE,MAHARASHTRA,64
4,47335,SANGALI,MAIZE,2016,JANUARY,1181,1491,1555,1540,2016-01,SANGLI,MAHARASHTRA,64
4,60576,KATOL,MAIZE,2016,NOVEMBER,298,1179,1243,1215,2016-11,NAGPUR,MAHARASHTRA,64
7,15618,GONDPIMPRI,PADDYUNHUSKED,2016,JULY,2176,2280,2344,2317,2016-07,CHANDRAPUR,MAHARASHTRA,64
7,56352,VASAI,PADDYUNHUSKED,2016,MAY,425,1468,1532,1492,2016-05,THANE,MAHARASHTRA,64
10,38980,SONPETH,SAFFLOWER,2016,FEBRUARY,62,2544,2608,2587,2016-02,PARBHANI,MAHARASHTRA,64
12,4464,AKOT,SORGUMJAWAR,2016,APRIL,1368,1337,1401,1369,2016-04,AKOLA,MAHARASHTRA,64
12,5092,TELHARA,SORGUMJAWAR,2016,MARCH,520,1207,1271,1239,2016-03,AKOLA,MAHARASHTRA,64
12,21015,JALGAON,SORGUMJAWAR,2016,SEPTEMBER,702,1662,1726,1701,2016-09,JALGAON,MAHARASHTRA,64
12,35671,DEVALA,SORGUMJAWAR,2016,MAY,17,1785,1849,1792,2016-05,NASIK,MAHARASHTRA,64
0,8412,SILLOD,BAJRI,2015,DECEMBER,254,1253,1317,1285,2015-12,AURANGABAD,MAHARASHTRA,64
0,21415,ASHTI JALNA,BAJRI,2015,DECEMBER,65,1343,1407,1381,2015-12,JALNA,MAHARASHTRA,64
4,9802,KANNAD,MAIZE,2015,OCTOBER,37567,895,959,1029,2015-10,AURANGABAD,MAHARASHTRA,64
4,13996,KHAMGAON,MAIZE,2015,MARCH,1081,1061,1125,1093,2015-03,BULDHANA,MAHARASHTRA,64
4,16349,DHULE,MAIZE,2015,AUGUST,788,1399,1463,1439,2015-08,DHULE,MAHARASHTRA,64
4,39893,BARAMATI,MAIZE,2015,APRIL,638,1311,1375,1350,2015-04,PUNE,MAHARASHTRA,64
4,47173,SANGALI,MAIZE,2015,DECEMBER,2604,1500,1564,1547,2015-12,SANGLI,MAHARASHTRA,64
4,48510,LONAND,MAIZE,2015,DECEMBER,640,1420,1484,1455,2015-12,SATARA,MAHARASHTRA,64
4,51240,MOHOL,MAIZE,2015,AUGUST,25,1552,1616,1606,2015-08,SOLAPUR,MAHARASHTRA,64
8,35683,DEVALA,PIGEON PEA TUR,2015,MAY,6,5727,5791,5791,2015-05,NASIK,MAHARASHTRA,64
8,36917,SINNER,PIGEON PEA TUR,2015,SEPTEMBER,151,3303,3367,3338,2015-09,NASIK,MAHARASHTRA,64
12,8930,VAIJAPUR,SORGUMJAWAR,2015,JULY,101,1422,1486,1472,2015-07,AURANGABAD,MAHARASHTRA,64
12,20933,BHUSAVAL,SORGUMJAWAR,2015,SEPTEMBER,110,1198,1262,1231,2015-09,JALGAON,MAHARASHTRA,64
12,20979,CHOPDA,SORGUMJAWAR,2015,SEPTEMBER,458,1290,1354,1321,2015-09,JALGAON,MAHARASHTRA,64
17,5821,MORSHI,WHEATHUSKED,2015,AUGUST,860,1450,1514,1469,2015-08,AMARAVATHI,MAHARASHTRA,64
17,15928,VARORA,WHEATHUSKED,2015,MAY,40,1313,1377,1345,2015-05,CHANDRAPUR,MAHARASHTRA,64
17,20902,AMALNER,WHEATHUSKED,2015,SEPTEMBER,46,1440,1504,1504,2015-09,JALGAON,MAHARASHTRA,64
17,28525,SAVNER,WHEATHUSKED,2015,FEBRUARY,79,1340,1404,1372,2015-02,NAGPUR,MAHARASHTRA,64
17,39024,PARBHANI,WHEATHUSKED,2015,JANUARY,465,1479,1543,1515,2015-01,PARBHANI,MAHARASHTRA,64
17,57386,WARDHA,WHEATHUSKED,2015,OCTOBER,1704,1465,1529,1529,2015-10,WARDHA,MAHARASHTRA,64
2,38829,PARBHANI,COTTON,2014,DECEMBER,107745,3983,4047,4044,2014-12,PARBHANI,MAHARASHTRA,64
4,19171,JALGAON,MAIZE,2014,DECEMBER,947,1014,1078,1041,2014-12,JALGAON,MAHARASHTRA,64
8,38537,MURUM,PIGEON PEA TUR,2014,SEPTEMBER,93,4800,4864,4832,2014-09,OSMANABAD,MAHARASHTRA,64
0,3609,NEWASA,BAJRI,2016,OCTOBER,386,1337,1400,1358,2016-10,AHMADNAGAR,MAHARASHTRA,63
0,20310,JALGAON,BAJRI,2016,MAY,1856,1737,1800,1788,2016-05,JALGAON,MAHARASHTRA,63
0,21308,BHOKARDAN,BAJRI,2016,AUGUST,28,1400,1463,1443,2016-08,JALNA,MAHARASHTRA,63
0,21636,PARTUR,BAJRI,2016,FEBRUARY,12,1275,1338,1331,2016-02,JALNA,MAHARASHTRA,63
0,21656,ASHTI JALNA,BAJRI,2016,JANUARY,40,1356,1419,1395,2016-01,JALNA,MAHARASHTRA,63
0,22317,BHOKARDAN,BAJRI,2016,OCTOBER,158,1412,1475,1443,2016-10,JALNA,MAHARASHTRA,63
4,8716,LASUR STATION,MAIZE,2016,JANUARY,26350,1526,1589,1561,2016-01,AURANGABAD,MAHARASHTRA,63
4,9779,GANGAPUR,MAIZE,2016,OCTOBER,6,1490,1553,1530,2016-10,AURANGABAD,MAHARASHTRA,63
4,11089,KILLE DHARUR,MAIZE,2016,JUNE,17,1520,1583,1579,2016-06,BEED,MAHARASHTRA,63
4,41822,INDAPUR NIMGAON KETKI,MAIZE,2016,JANUARY,1787,1458,1521,1510,2016-01,PUNE,MAHARASHTRA,63
7,15504,GONDPIMPRI,PADDYUNHUSKED,2016,JANUARY,1874,1848,1911,1877,2016-01,CHANDRAPUR,MAHARASHTRA,63
7,59951,AAMGAON,PADDYUNHUSKED,2016,NOVEMBER,6382,1388,1451,1419,2016-11,GONDIYA,MAHARASHTRA,63
11,61311,BHOKAR,SESAMUM,2016,NOVEMBER,22,6025,6088,6063,2016-11,NANDED,MAHARASHTRA,63
12,6650,ACHALPUR,SORGUMJAWAR,2016,JUNE,279,1453,1516,1485,2016-06,AMARAVATHI,MAHARASHTRA,63
12,18207,AKHADABALAPUR,SORGUMJAWAR,2016,JANUARY,117,1450,1513,1483,2016-01,HINGOLI,MAHARASHTRA,63
12,31610,UMARI,SORGUMJAWAR,2016,APRIL,201,1301,1364,1335,2016-04,NANDED,MAHARASHTRA,63
17,3648,RAHATA,WHEATHUSKED,2016,OCTOBER,94,1646,1709,1652,2016-10,AHMADNAGAR,MAHARASHTRA,63
17,4432,SHRIRAMPURBELAPUR,WHEATHUSKED,2016,SEPTEMBER,87,1581,1644,1616,2016-09,AHMADNAGAR,MAHARASHTRA,63
17,13482,SHEGAON,WHEATHUSKED,2016,JANUARY,64,1481,1544,1514,2016-01,BULDHANA,MAHARASHTRA,63
17,22087,BHOKARDANPIMPALGAON RENU,WHEATHUSKED,2016,MAY,93,1500,1563,1531,2016-05,JALNA,MAHARASHTRA,63
17,39822,PURNA,WHEATHUSKED,2016,SEPTEMBER,9,1776,1839,1821,2016-09,PARBHANI,MAHARASHTRA,63
17,60920,MANGALWEDHA,WHEATHUSKED,2016,NOVEMBER,17,2231,2294,2244,2016-11,SOLAPUR,MAHARASHTRA,63
0,11112,PARLIVAIJNATH,BAJRI,2015,JUNE,20,1225,1288,1288,2015-06,BEED,MAHARASHTRA,63
0,11326,KADA ASHTI,BAJRI,2015,MAY,11,1225,1288,1288,2015-05,BEED,MAHARASHTRA,63
2,7246,AMARAWATI,COTTON,2015,NOVEMBER,138,4150,4213,4193,2015-11,AMARAVATHI,MAHARASHTRA,63
2,19558,JALGAON,COTTON,2015,JANUARY,17438,3975,4038,4000,2015-01,JALGAON,MAHARASHTRA,63
4,10496,KADA,MAIZE,2015,DECEMBER,33,1388,1451,1413,2015-12,BEED,MAHARASHTRA,63
4,33758,YEOLA,MAIZE,2015,APRIL,1321,1259,1322,1309,2015-04,NASIK,MAHARASHTRA,63
7,29937,BHIWAPUR,PADDYUNHUSKED,2015,MAY,2550,1875,1938,1906,2015-05,NAGPUR,MAHARASHTRA,63
8,16484,DONDAICHASINDKHEDA,PIGEON PEA TUR,2015,DECEMBER,4,8188,8251,8213,2015-12,DHULE,MAHARASHTRA,63
12,9566,KANNAD,SORGUMJAWAR,2015,NOVEMBER,30,1275,1338,1357,2015-11,AURANGABAD,MAHARASHTRA,63
17,2958,RAHURI,WHEATHUSKED,2015,MAY,1517,1400,1463,1432,2015-05,AHMADNAGAR,MAHARASHTRA,63
17,9609,SILLOD,WHEATHUSKED,2015,NOVEMBER,2347,1491,1554,1512,2015-11,AURANGABAD,MAHARASHTRA,63
17,57115,WARDHA,WHEATHUSKED,2015,JULY,593,1460,1523,1523,2015-07,WARDHA,MAHARASHTRA,63
17,59473,DIGRAS,WHEATHUSKED,2015,OCTOBER,429,1543,1606,1562,2015-10,YEWATMAL,MAHARASHTRA,63
4,50479,LONAND,MAIZE,2014,SEPTEMBER,73,1400,1463,1431,2014-09,SATARA,MAHARASHTRA,63
10,38177,KALAMB OS,SAFFLOWER,2014,NOVEMBER,20,2335,2398,2397,2014-11,OSMANABAD,MAHARASHTRA,63
11,11426,BEED,SESAMUM,2014,NOVEMBER,25,11250,11313,11263,2014-11,BEED,MAHARASHTRA,63
12,25578,NILANGA,SORGUMJAWAR,2014,SEPTEMBER,180,1078,1141,1104,2014-09,LATUR,MAHARASHTRA,63
17,14646,LONAR,WHEATHUSKED,2014,OCTOBER,2835,1391,1454,1423,2014-10,BULDHANA,MAHARASHTRA,63
17,45914,SHIRUR,WHEATHUSKED,2014,SEPTEMBER,211,1415,1478,1453,2014-09,PUNE,MAHARASHTRA,63
0,22335,BHOKARDANPIMPALGAON RENU,BAJRI,2016,OCTOBER,36,1444,1506,1481,2016-10,JALNA,MAHARASHTRA,62
2,59848,PARSHIWANI,COTTON,2016,NOVEMBER,7852,4824,4886,4857,2016-11,NAGPUR,MAHARASHTRA,62
2,61148,KILLE DHARUR,COTTON,2016,NOVEMBER,52952,4946,5008,4976,2016-11,BEED,MAHARASHTRA,62
4,29511,SAVNER,MAIZE,2016,JUNE,46,1223,1285,1279,2016-06,NAGPUR,MAHARASHTRA,62
4,32843,SHAHADA,MAIZE,2016,FEBRUARY,289,1348,1410,1382,2016-02,NANDURBAR,MAHARASHTRA,62
4,33208,NAVAPUR,MAIZE,2016,MAY,319,1315,1377,1347,2016-05,NANDURBAR,MAHARASHTRA,62
4,35253,MANMAD,MAIZE,2016,JUNE,98,1626,1688,1651,2016-06,NASIK,MAHARASHTRA,62
4,36742,NAMPUR,MAIZE,2016,SEPTEMBER,61,1326,1388,1342,2016-09,NASIK,MAHARASHTRA,62
4,37373,KALAMB OS,MAIZE,2016,FEBRUARY,164,1400,1462,1440,2016-02,OSMANABAD,MAHARASHTRA,62
4,41371,INDAPUR,MAIZE,2016,FEBRUARY,5818,1423,1485,1468,2016-02,PUNE,MAHARASHTRA,62
4,47689,TASGAON,MAIZE,2016,MAY,400,1328,1390,1343,2016-05,SANGLI,MAHARASHTRA,62
4,47841,SANGLIMIRAJ,MAIZE,2016,OCTOBER,135723,1489,1551,1521,2016-10,SANGLI,MAHARASHTRA,62
4,51863,KURDWADI,MAIZE,2016,FEBRUARY,309,1383,1445,1414,2016-02,SOLAPUR,MAHARASHTRA,62
4,61152,KILLE DHARUR,MAIZE,2016,NOVEMBER,23,1388,1450,1411,2016-11,BEED,MAHARASHTRA,62
7,15719,GONDPIMPRI,PADDYUNHUSKED,2016,JUNE,12672,2184,2246,2216,2016-06,CHANDRAPUR,MAHARASHTRA,62
7,15816,GONDPIMPRI,PADDYUNHUSKED,2016,MARCH,2200,1909,1971,1942,2016-03,CHANDRAPUR,MAHARASHTRA,62
7,17926,AAMGAON,PADDYUNHUSKED,2016,MARCH,2908,1602,1664,1633,2016-03,GONDIYA,MAHARASHTRA,62
8,16014,CHANDRAPUR,PIGEON PEA TUR,2016,OCTOBER,20,5748,5810,5773,2016-10,CHANDRAPUR,MAHARASHTRA,62
12,4956,AKOT,SORGUMJAWAR,2016,JUNE,397,1449,1511,1477,2016-06,AKOLA,MAHARASHTRA,62
12,11383,PARLIVAIJNATH,SORGUMJAWAR,2016,MAY,849,1539,1601,1564,2016-05,BEED,MAHARASHTRA,62
12,12789,MALKAPUR,SORGUMJAWAR,2016,AUGUST,1354,1517,1579,1546,2016-08,BULDHANA,MAHARASHTRA,62
12,31858,UMARI,SORGUMJAWAR,2016,FEBRUARY,198,1267,1329,1296,2016-02,NANDED,MAHARASHTRA,62
12,33093,DHADGAON,SORGUMJAWAR,2016,MARCH,845,1223,1285,1263,2016-03,NANDURBAR,MAHARASHTRA,62
12,35214,LASALGAONVINCHUR,SORGUMJAWAR,2016,JUNE,63,1630,1692,1682,2016-06,NASIK,MAHARASHTRA,62
12,47028,TASGAON,SORGUMJAWAR,2016,APRIL,565,1713,1775,1750,2016-04,SANGLI,MAHARASHTRA,62
12,59008,DIGRAS,SORGUMJAWAR,2016,JUNE,71,1545,1607,1583,2016-06,YEWATMAL,MAHARASHTRA,62
12,61494,JALGAONMASAWAT,SORGUMJAWAR,2016,NOVEMBER,3462,1107,1169,1130,2016-11,JALGAON,MAHARASHTRA,62
17,39746,JINTUR,WHEATHUSKED,2016,SEPTEMBER,26,1730,1792,1734,2016-09,PARBHANI,MAHARASHTRA,62
17,53255,PANDHARPUR,WHEATHUSKED,2016,MARCH,32,1738,1800,1800,2016-03,SOLAPUR,MAHARASHTRA,62
0,19360,JALGAON,BAJRI,2015,FEBRUARY,150,1275,1337,1314,2015-02,JALGAON,MAHARASHTRA,62
2,6195,DHAMANGAONRLY,COTTON,2015,FEBRUARY,5800,3919,3981,3950,2015-02,AMARAVATHI,MAHARASHTRA,62
2,8516,GANGAPUR,COTTON,2015,FEBRUARY,10793,3883,3945,3920,2015-02,AURANGABAD,MAHARASHTRA,62
2,18107,HINGOLI,COTTON,2015,DECEMBER,765,4707,4769,4769,2015-12,HINGOLI,MAHARASHTRA,62
2,18157,BASMAT,COTTON,2015,FEBRUARY,7820,3888,3950,3919,2015-02,HINGOLI,MAHARASHTRA,62
2,20570,JAMNER,COTTON,2015,NOVEMBER,363,4038,4100,4067,2015-11,JALGAON,MAHARASHTRA,62
4,8375,GANGAPUR,MAIZE,2015,DECEMBER,786,1350,1412,1382,2015-12,AURANGABAD,MAHARASHTRA,62
4,19565,JALGAON,MAIZE,2015,JANUARY,520,1121,1183,1150,2015-01,JALGAON,MAHARASHTRA,62
4,28690,KATOL,MAIZE,2015,JANUARY,18,1063,1125,1088,2015-01,NAGPUR,MAHARASHTRA,62
5,8051,LASUR STATION,MUSTARD,2015,APRIL,36,3494,3556,3531,2015-04,AURANGABAD,MAHARASHTRA,62
5,9408,LASUR STATION,MUSTARD,2015,MAY,41,3765,3827,3787,2015-05,AURANGABAD,MAHARASHTRA,62
7,53736,BARSHI,PADDYUNHUSKED,2015,NOVEMBER,334,1469,1531,1493,2015-11,SOLAPUR,MAHARASHTRA,62
10,24461,AHMEDPUR,SAFFLOWER,2015,DECEMBER,18,2350,2412,2412,2015-12,LATUR,MAHARASHTRA,62
10,37382,KALAMB OS,SAFFLOWER,2015,FEBRUARY,14,2448,2510,2510,2015-02,OSMANABAD,MAHARASHTRA,62
11,16623,SHIRPUR,SESAMUM,2015,FEBRUARY,22,7507,7569,7569,2015-02,DHULE,MAHARASHTRA,62
12,18534,AKHADABALAPUR,SORGUMJAWAR,2015,OCTOBER,161,1588,1650,1644,2015-10,HINGOLI,MAHARASHTRA,62
16,1617,RAHURIVAMBORI,SUNFLOWER,2015,JANUARY,20,2752,2814,2783,2015-01,AHMADNAGAR,MAHARASHTRA,62
17,5614,MORSHI,WHEATHUSKED,2015,APRIL,2552,1538,1600,1570,2015-04,AMARAVATHI,MAHARASHTRA,62
17,22503,BHOKARDANPIMPALGAON RENU,WHEATHUSKED,2015,SEPTEMBER,710,1453,1515,1490,2015-09,JALNA,MAHARASHTRA,62
17,24451,AHMEDPUR,WHEATHUSKED,2015,DECEMBER,92,1196,1258,1258,2015-12,LATUR,MAHARASHTRA,62
17,27356,MANDHAL,WHEATHUSKED,2015,APRIL,1587,1428,1490,1460,2015-04,NAGPUR,MAHARASHTRA,62
17,34892,DEVALA,WHEATHUSKED,2015,JULY,76,1465,1527,1493,2015-07,NASIK,MAHARASHTRA,62
17,35357,SINNER,WHEATHUSKED,2015,JUNE,481,1481,1543,1488,2015-06,NASIK,MAHARASHTRA,62
17,44127,SHIRUR,WHEATHUSKED,2015,MAY,280,1391,1453,1412,2015-05,PUNE,MAHARASHTRA,62
0,11972,PARLIVAIJNATH,BAJRI,2014,SEPTEMBER,30,1391,1453,1453,2014-09,BEED,MAHARASHTRA,62
8,38578,TULJAPUR,PIGEON PEA TUR,2014,SEPTEMBER,5,4382,4444,4413,2014-09,OSMANABAD,MAHARASHTRA,62
12,3731,RAHURI,SORGUMJAWAR,2014,OCTOBER,8,1488,1550,1525,2014-10,AHMADNAGAR,MAHARASHTRA,62
12,14748,SANGRAMPUR,SORGUMJAWAR,2014,OCTOBER,128,988,1050,1026,2014-10,BULDHANA,MAHARASHTRA,62
16,14516,SHEGAON,SUNFLOWER,2014,NOVEMBER,212,2869,2931,2920,2014-11,BULDHANA,MAHARASHTRA,62
17,778,NEWASA,WHEATHUSKED,2014,DECEMBER,239,1463,1525,1494,2014-12,AHMADNAGAR,MAHARASHTRA,62
17,39788,PARBHANI,WHEATHUSKED,2014,SEPTEMBER,795,1514,1576,1547,2014-09,PARBHANI,MAHARASHTRA,62
17,59735,YEOTMAL,WHEATHUSKED,2014,SEPTEMBER,974,1450,1512,1483,2014-09,YEWATMAL,MAHARASHTRA,62
0,11379,PARLIVAIJNATH,BAJRI,2016,MAY,79,1549,1610,1588,2016-05,BEED,MAHARASHTRA,61
4,19463,PAROLA,MAIZE,2016,FEBRUARY,66,1279,1340,1310,2016-02,JALGAON,MAHARASHTRA,61
4,30054,KATOL,MAIZE,2016,MAY,8,1250,1311,1290,2016-05,NAGPUR,MAHARASHTRA,61
4,33971,SATANA,MAIZE,2016,AUGUST,57,1609,1670,1646,2016-08,NASIK,MAHARASHTRA,61
4,49615,VADUJ,MAIZE,2016,MARCH,1220,1439,1500,1469,2016-03,SATARA,MAHARASHTRA,61
7,17746,ARMORI,PADDYUNHUSKED,2016,MARCH,4544,1625,1686,1657,2016-03,GADCHIROLI,MAHARASHTRA,61
12,1988,SANGAMNER,SORGUMJAWAR,2016,JULY,63,1669,1730,1700,2016-07,AHMADNAGAR,MAHARASHTRA,61
12,5165,TELHARA,SORGUMJAWAR,2016,MAY,630,1252,1313,1284,2016-05,AKOLA,MAHARASHTRA,61
12,10056,KANNAD,SORGUMJAWAR,2016,SEPTEMBER,13,1578,1639,1597,2016-09,AURANGABAD,MAHARASHTRA,61
12,20649,BHUSAVAL,SORGUMJAWAR,2016,OCTOBER,881,1203,1264,1235,2016-10,JALGAON,MAHARASHTRA,61
12,54897,PANDHARPUR,SORGUMJAWAR,2016,SEPTEMBER,131,1733,1794,1777,2016-09,SOLAPUR,MAHARASHTRA,61
16,37387,KALAMB OS,SUNFLOWER,2016,FEBRUARY,42,3458,3519,3508,2016-02,OSMANABAD,MAHARASHTRA,61
0,22580,JALNABADNAPUR,BAJRI,2015,SEPTEMBER,26,1241,1302,1282,2015-09,JALNA,MAHARASHTRA,61
4,2337,RAHURIVAMBORI,MAIZE,2015,JUNE,84,1203,1264,1260,2015-06,AHMADNAGAR,MAHARASHTRA,61
4,2711,SHRIRAMPUR,MAIZE,2015,MARCH,105,1111,1172,1151,2015-03,AHMADNAGAR,MAHARASHTRA,61
